ID_Paquete,Cliente,Ciudad_Destino,Ciudad_Válida,Latitud,Longitud,Peso_kg,Volumen_Paquete_m3,Dirección
195,Leonardo Beltrán Guzman,Bogotá,True,4.726129,-74.092045,18.53,2.37,"Calle 118 #78-10, Bogotá, Cundinamarca, Colombia"
196,Elpidio Cuesta Malo,Santa Marta,True,11.155663,-74.237025,71.03,1.69,"Calle 108 #51-6, Santa Marta, Magdalena, Colombia"
197,Vito Ferreras Palomar,Armenia,True,4.684139,-75.791487,7.88,1.91,"Calle 23 #22-1, Armenia, Quindío, Colombia"
198,Delfina Arévalo Rodriguez,Pereira,True,4.787211,-75.607376,6.49,1.83,"Calle 113 #66-46, Pereira, Risaralda, Colombia"
199,Alonso Pont-Garcés,Manizales,True,5.162776,-75.501805,41.5,2.19,"Calle 64 #55-18, Manizales, Caldas, Colombia"
200,Diego Esparza,Barranquilla,True,10.999501,-74.868883,39.65,1.74,"Calle 24 #5-51, Barranquilla, Atlántico, Colombia"
201,Juan Francisco del Benet,Cali,True,3.467288,-76.479586,78.07,1.11,"Calle 1 #91-54, Cali, Valle del Cauca, Colombia"
202,Seve Granados Ariño,Barranquilla,True,11.077272,-74.750984,6.19,0.14,"Calle 111 #4-67, Barranquilla, Atlántico, Colombia"
203,Francisco Jose Muro-Cabo,Bucaramanga,True,7.133599,-73.138351,48.04,2.12,"Calle 42 #11-75, Bucaramanga, Santander, Colombia"
204,Salud Batlle Amorós,Pasto,True,1.225709,-77.152026,45.2,2.33,"Calle 24 #93-48, Pasto, Nariño, Colombia"
205,Arturo Mendez Bolaños,Tunja,True,5.451351,-73.290679,4.3,0.08,"Calle 112 #17-66, Tunja, Boyacá, Colombia"
206,Dulce Herranz Priego,Pereira,True,4.747081,-75.643238,54.74,2.59,"Calle 60 #60-89, Pereira, Risaralda, Colombia"
207,Toño Gelabert Solera,Tunja,True,5.547239,-73.245012,77.29,0.51,"Calle 3 #7-43, Tunja, Boyacá, Colombia"
208,Fabricio Carnero Salas,Armenia,True,4.602041,-75.670195,19.98,2.24,"Calle 22 #66-66, Armenia, Quindío, Colombia"
209,Bruno Armengol Llabrés,Villavicencio,True,4.037164,-73.567762,78.9,1.41,"Calle 32 #98-84, Villavicencio, Meta, Colombia"
210,Roberta Barreda,Medellín,True,6.170658,-75.693439,33.23,1.89,"Calle 113 #32-37, Medellín, Antioquia, Colombia"
211,Obdulia Antúnez Cuervo,Ibagué,True,4.387968,-75.167933,32.41,1.5,"Calle 56 #96-58, Ibagué, Tolima, Colombia"
212,Joaquín Lucas Franch España,Manizales,True,5.130483,-75.425097,12.28,0.48,"Calle 10 #38-73, Manizales, Caldas, Colombia"
213,Teo del Aguirre,Santa Marta,True,11.188799,-74.085384,62.9,2.34,"Calle 26 #52-93, Santa Marta, Magdalena, Colombia"
214,Amparo Molins Maldonado,Villavicencio,True,4.167769,-73.732064,10.58,2.83,"Calle 42 #34-85, Villavicencio, Meta, Colombia"
215,Azahar Lladó Mayo,Tunja,True,5.458898,-73.325503,63.14,2.79,"Calle 77 #42-23, Tunja, Boyacá, Colombia"
216,Custodia Galvez Calderón,Bucaramanga,True,7.014227,-73.045303,69.47,2.83,"Calle 44 #45-5, Bucaramanga, Santander, Colombia"
217,Natividad Eusebia Navas Zapata,Bogotá,True,4.780967,-74.074336,42.08,1.65,"Calle 17 #81-5, Bogotá, Cundinamarca, Colombia"
218,Vidal Gascón Cabezas,Neiva,True,2.878941,-75.350566,30.45,1.52,"Calle 90 #90-93, Neiva, Huila, Colombia"
219,Jordana Barriga Dalmau,Bucaramanga,True,7.034955,-73.142762,66.47,0.9,"Calle 52 #24-87, Bucaramanga, Santander, Colombia"
220,Ángeles Gil Casanovas,Pasto,True,1.248449,-77.194678,36.45,2.6,"Calle 59 #18-92, Pasto, Nariño, Colombia"
221,Adelina Laguna Llopis,Villavicencio,True,4.21385,-73.779717,10.75,0.05,"Calle 115 #60-44, Villavicencio, Meta, Colombia"
222,Yaiza Mateo Montesinos,Villavicencio,True,4.239403,-73.797288,13.72,1.25,"Calle 34 #10-42, Villavicencio, Meta, Colombia"
223,Roque Ortuño Rivero,Pereira,True,4.727776,-75.620268,57.46,1.34,"Calle 24 #4-73, Pereira, Risaralda, Colombia"
224,Felicidad Sarmiento Castro,Neiva,True,2.971914,-75.119577,43.62,0.39,"Calle 4 #76-31, Neiva, Huila, Colombia"
225,Brunilda del Bayón,Medellín,True,6.131082,-75.598861,33.09,1.33,"Calle 23 #48-26, Medellín, Antioquia, Colombia"
226,Jimena Benavent-Mate,Villavicencio,True,4.105183,-73.569894,29.84,0.17,"Calle 43 #56-17, Villavicencio, Meta, Colombia"
227,Marta Martínez Cabañas,Ibagué,True,4.38981,-75.167072,9.47,2.22,"Calle 80 #79-97, Ibagué, Tolima, Colombia"
228,Ana Belén Guijarro Escobar,Barranquilla,True,10.943258,-74.74664,13.21,1.8,"Calle 107 #70-58, Barranquilla, Atlántico, Colombia"
229,Cayetano Royo Guerrero,Tunja,True,5.507714,-73.455943,24.74,2.83,"Calle 111 #91-78, Tunja, Boyacá, Colombia"
230,Agustina Font Blazquez,Cali,True,3.303429,-76.562023,37.06,2.36,"Calle 119 #15-22, Cali, Valle del Cauca, Colombia"
231,Isaías Bustamante Jaén,Manizales,True,5.04465,-75.569079,26.11,1.63,"Calle 112 #84-89, Manizales, Caldas, Colombia"
232,Ximena Paniagua Nicolás,Villavicencio,True,4.172384,-73.69634,12.32,1.63,"Calle 32 #94-76, Villavicencio, Meta, Colombia"
233,Tere de Azcona,Pasto,True,1.26331,-77.268628,46.49,0.69,"Calle 88 #78-93, Pasto, Nariño, Colombia"
234,Anselma Morán,Medellín,True,6.172372,-75.602207,21.31,1.45,"Calle 90 #86-29, Medellín, Antioquia, Colombia"
235,Juliana de Almeida,Medellín,True,6.177344,-75.578755,38.21,2.83,"Calle 34 #65-59, Medellín, Antioquia, Colombia"
236,Efraín Gámez Lladó,Neiva,True,2.92846,-75.15145,30.32,0.36,"Calle 83 #79-6, Neiva, Huila, Colombia"
237,Nazario Josué Ramis Barral,Villavicencio,True,4.182961,-73.713384,64.35,0.18,"Calle 32 #94-36, Villavicencio, Meta, Colombia"
238,Blanca Soria-Real,Pereira,True,4.726351,-75.648769,64.19,0.63,"Calle 81 #53-87, Pereira, Risaralda, Colombia"
239,Consuelo Gilabert Barba,Santa Marta,True,11.288774,-74.070871,57.39,1.15,"Calle 5 #32-28, Santa Marta, Magdalena, Colombia"
240,Agustín Haroldo Zabaleta Montero,Santa Marta,True,11.188499,-74.235356,5.17,0.12,"Calle 98 #59-30, Santa Marta, Magdalena, Colombia"
241,Manolo Miró-Reina,Pereira,True,4.829112,-75.634859,36.76,2.61,"Calle 78 #82-78, Pereira, Risaralda, Colombia"
242,Lara Dora Velasco Reyes,Pereira,True,4.743761,-75.60859,60.58,0.4,"Calle 87 #36-5, Pereira, Risaralda, Colombia"
243,Antonio Vilalta,Pasto,True,1.189229,-77.263725,61.9,2.04,"Calle 40 #90-91, Pasto, Nariño, Colombia"
244,Fabián Alemán Catalá,Tunja,True,5.581195,-73.29615,25.24,2.23,"Calle 101 #86-30, Tunja, Boyacá, Colombia"
245,Judith del Muro,Armenia,True,4.564398,-75.631952,64.0,2.62,"Calle 17 #86-25, Armenia, Quindío, Colombia"
246,Clarisa Egea Rovira,Barranquilla,True,11.064931,-74.769545,79.94,0.22,"Calle 38 #78-40, Barranquilla, Atlántico, Colombia"
247,Fernanda Donaire Llorens,Ibagué,True,4.480105,-75.244424,30.26,0.1,"Calle 92 #15-37, Ibagué, Tolima, Colombia"
248,Martirio Loreto Revilla Salom,Neiva,True,2.812355,-75.143828,68.78,1.84,"Calle 99 #80-69, Neiva, Huila, Colombia"
249,Adora del Trillo,Santa Marta,True,11.252356,-74.033128,15.98,0.31,"Calle 79 #34-46, Santa Marta, Magdalena, Colombia"
250,Paulino Maestre,Tunja,True,5.530165,-73.237049,73.17,1.07,"Calle 101 #64-44, Tunja, Boyacá, Colombia"
251,Obdulia Rosa Sevillano Samper,Tunja,True,5.43055,-73.325307,9.4,0.22,"Calle 79 #58-14, Tunja, Boyacá, Colombia"
252,María Belén de Paredes,Cali,True,3.390223,-76.582669,22.35,1.0,"Calle 62 #79-37, Cali, Valle del Cauca, Colombia"
253,Clímaco Morell,Armenia,True,4.548895,-75.634017,54.77,2.38,"Calle 96 #79-24, Armenia, Quindío, Colombia"
254,Hernando Torres-Gilabert,Bogotá,True,4.579112,-74.181883,37.32,2.26,"Calle 56 #24-60, Bogotá, Cundinamarca, Colombia"
255,Gustavo Samper Gámez,Tunja,True,5.410104,-73.223094,70.08,1.56,"Calle 44 #30-89, Tunja, Boyacá, Colombia"
256,Isaías Peña Donaire,Ibagué,True,4.35342,-75.284347,32.9,1.49,"Calle 5 #18-21, Ibagué, Tolima, Colombia"
257,Martin Mendizábal Tenorio,Pasto,True,1.192987,-77.348318,13.86,2.93,"Calle 18 #65-48, Pasto, Nariño, Colombia"
258,Soledad Valderrama Gómez,Manizales,True,5.105452,-75.409502,46.29,0.68,"Calle 74 #73-60, Manizales, Caldas, Colombia"
259,Jimena Clavero,Tunja,True,5.537427,-73.217173,51.34,1.79,"Calle 53 #61-72, Tunja, Boyacá, Colombia"
260,Benito del Escribano,Medellín,True,6.233254,-75.63481,18.77,1.25,"Calle 12 #19-40, Medellín, Antioquia, Colombia"
261,Luisa Almeida Guillen,Cartagena,True,10.370513,-75.457778,77.74,0.98,"Calle 34 #63-27, Cartagena, Bolívar, Colombia"
262,Ildefonso de Soria,Medellín,True,6.30174,-75.615045,41.79,1.02,"Calle 120 #47-41, Medellín, Antioquia, Colombia"
263,Emma Mármol Alberdi,Barranquilla,True,11.040158,-74.701147,77.3,2.53,"Calle 80 #59-61, Barranquilla, Atlántico, Colombia"
264,Antonio Villalobos Diaz,Villavicencio,True,4.143362,-73.747604,50.27,1.25,"Calle 94 #32-24, Villavicencio, Meta, Colombia"
265,Ema Baquero Tomas,Pereira,True,4.757417,-75.690736,41.73,1.44,"Calle 5 #20-33, Pereira, Risaralda, Colombia"
266,Prudencio Palacios Benavent,Santa Marta,True,11.279539,-74.041632,28.52,1.36,"Calle 39 #4-97, Santa Marta, Magdalena, Colombia"
267,Graciano Salgado-Maldonado,Manizales,True,5.038452,-75.47096,77.27,0.59,"Calle 22 #11-61, Manizales, Caldas, Colombia"
268,Luciana Checa Montaña,Tunja,True,5.584551,-73.479734,57.32,0.54,"Calle 86 #76-82, Tunja, Boyacá, Colombia"
269,Mirta de Ariño,Armenia,True,4.442726,-75.789244,17.97,2.81,"Calle 28 #52-19, Armenia, Quindío, Colombia"
270,Miguel Castelló Fajardo,Medellín,True,6.265745,-75.543931,32.24,0.12,"Calle 109 #63-19, Medellín, Antioquia, Colombia"
271,Maximiano Fuster Reyes,Cali,True,3.439401,-76.542809,4.05,1.39,"Calle 43 #95-52, Cali, Valle del Cauca, Colombia"
272,Narciso Galvez Ferrero,Cartagena,True,10.45868,-75.429748,55.1,0.91,"Calle 95 #98-3, Cartagena, Bolívar, Colombia"
273,Montserrat Benavent Ayllón,Cartagena,True,10.350547,-75.560649,16.33,1.79,"Calle 59 #33-76, Cartagena, Bolívar, Colombia"
274,Amor Colom Durán,Pasto,True,1.249827,-77.178001,45.15,1.81,"Calle 95 #30-97, Pasto, Nariño, Colombia"
275,Domingo Sandoval-Vélez,Bogotá,True,4.655631,-74.157699,25.6,2.38,"Calle 49 #48-36, Bogotá, Cundinamarca, Colombia"
276,Ariel Coloma Agullo,Pereira,True,4.808078,-75.713544,17.84,0.05,"Calle 76 #29-59, Pereira, Risaralda, Colombia"
277,Filomena de Riba,Bucaramanga,True,7.151344,-73.051802,12.36,2.97,"Calle 50 #20-28, Bucaramanga, Santander, Colombia"
278,Azahar Simó Cerdán,Bucaramanga,True,7.021106,-73.10887,69.52,2.75,"Calle 100 #15-62, Bucaramanga, Santander, Colombia"
279,Luciano Corbacho Agudo,Cali,True,3.382619,-76.448016,50.21,1.54,"Calle 102 #15-43, Cali, Valle del Cauca, Colombia"
280,Pío Saavedra,Santa Marta,True,11.103425,-74.204125,46.52,2.88,"Calle 101 #60-13, Santa Marta, Magdalena, Colombia"
281,Juan Manuel de Acevedo,Medellín,True,6.337812,-75.568022,6.43,0.37,"Calle 59 #60-53, Medellín, Antioquia, Colombia"
282,Ruperta Pinedo Falcón,Barranquilla,True,11.035082,-74.835983,59.19,2.02,"Calle 71 #19-10, Barranquilla, Atlántico, Colombia"
283,Natividad Fortuny Oliva,Medellín,True,6.290307,-75.599942,8.93,1.12,"Calle 107 #44-94, Medellín, Antioquia, Colombia"
284,Maribel Esteve Arcos,Villavicencio,True,4.176735,-73.523056,57.91,1.05,"Calle 17 #72-34, Villavicencio, Meta, Colombia"
285,Eligio Benavent Ocaña,Pasto,True,1.203769,-77.160151,53.96,1.5,"Calle 63 #47-42, Pasto, Nariño, Colombia"
286,Francisco Riba Llano,Bucaramanga,True,7.13323,-73.119145,9.34,2.34,"Calle 87 #38-19, Bucaramanga, Santander, Colombia"
287,Nicolás Flores Noriega,Neiva,True,2.852984,-75.229703,3.31,2.53,"Calle 15 #91-7, Neiva, Huila, Colombia"
288,Selena Macías,Tunja,True,5.598476,-73.343249,54.29,2.53,"Calle 108 #82-95, Tunja, Boyacá, Colombia"
289,Dora Ramirez Laguna,Tunja,True,5.55903,-73.219586,5.21,2.85,"Calle 40 #11-78, Tunja, Boyacá, Colombia"
290,Tadeo Llorens,Santa Marta,True,11.257905,-74.204574,17.71,0.42,"Calle 34 #62-24, Santa Marta, Magdalena, Colombia"
291,Ulises Beltran,Pereira,True,4.723969,-75.605282,72.48,2.53,"Calle 66 #48-2, Pereira, Risaralda, Colombia"
292,Valero Jerez Aznar,Manizales,True,5.186701,-75.576624,53.16,2.44,"Calle 84 #45-56, Manizales, Caldas, Colombia"
293,Herberto Ponce Peñas,Armenia,True,4.510483,-75.680459,76.12,1.45,"Calle 27 #17-17, Armenia, Quindío, Colombia"
294,Ibán Juan José Cruz Calleja,Santa Marta,True,11.234419,-74.278378,26.49,1.09,"Calle 38 #43-95, Santa Marta, Magdalena, Colombia"
295,Eladio Córdoba Díaz,Bogotá,True,4.683531,-74.072869,12.6,2.93,"Calle 31 #46-94, Bogotá, Cundinamarca, Colombia"
296,Maura Arrieta Riquelme,Pasto,True,1.142835,-77.31333,74.33,1.7,"Calle 41 #42-8, Pasto, Nariño, Colombia"
297,Virginia de Verdejo,Tunja,True,5.58396,-73.372793,78.1,1.41,"Calle 32 #33-55, Tunja, Boyacá, Colombia"
298,René Naranjo,Villavicencio,True,4.262498,-73.768889,47.11,0.63,"Calle 118 #41-35, Villavicencio, Meta, Colombia"
299,Marianela Susanita Lluch Arellano,Bogotá,True,4.627217,-74.047944,79.08,1.99,"Calle 112 #54-31, Bogotá, Cundinamarca, Colombia"
300,Mateo Chucho Verdú Cuéllar,Villavicencio,True,4.245806,-73.571478,48.71,0.25,"Calle 39 #18-32, Villavicencio, Meta, Colombia"
301,Íngrid Riquelme Garriga,Ibagué,True,4.327779,-75.15819,37.12,1.43,"Calle 63 #89-29, Ibagué, Tolima, Colombia"
302,Anacleto Sebastián Pedro Iriarte,Barranquilla,True,11.051081,-74.813301,22.98,1.5,"Calle 20 #95-35, Barranquilla, Atlántico, Colombia"
303,Maxi Sastre,Bucaramanga,True,7.162293,-73.108013,10.55,2.03,"Calle 12 #87-98, Bucaramanga, Santander, Colombia"
304,Rosaura Vera Alberola,Villavicencio,True,4.172857,-73.757219,27.54,2.21,"Calle 65 #27-97, Villavicencio, Meta, Colombia"
305,Milagros Yáñez,Bogotá,True,4.666151,-74.188419,57.27,0.36,"Calle 42 #77-65, Bogotá, Cundinamarca, Colombia"
306,Salomón Vilalta Clavero,Bucaramanga,True,7.087505,-73.049037,2.49,1.96,"Calle 5 #32-30, Bucaramanga, Santander, Colombia"
307,Ibán Pardo Salazar,Barranquilla,True,11.03723,-74.840787,73.02,2.17,"Calle 108 #60-7, Barranquilla, Atlántico, Colombia"
308,Evaristo Jove,Medellín,True,6.196407,-75.597147,78.73,2.45,"Calle 104 #53-86, Medellín, Antioquia, Colombia"
309,Nilo Campillo Feliu,Tunja,True,5.419901,-73.24827,36.97,2.29,"Calle 6 #92-94, Tunja, Boyacá, Colombia"
310,Jorge Velasco Gutiérrez,Manizales,True,5.019117,-75.405297,75.23,0.96,"Calle 55 #48-95, Manizales, Caldas, Colombia"
311,Emelina Palacio Leon,Villavicencio,True,4.120469,-73.750693,4.25,1.25,"Calle 60 #60-86, Villavicencio, Meta, Colombia"
312,Lucila Revilla Gonzalo,Bucaramanga,True,7.060967,-73.180856,52.69,2.25,"Calle 115 #6-74, Bucaramanga, Santander, Colombia"
313,Susanita Bernal Rocha,Barranquilla,True,10.979757,-74.894662,11.52,1.31,"Calle 53 #16-11, Barranquilla, Atlántico, Colombia"
314,Tomasa Andrade Alsina,Manizales,True,5.085708,-75.571794,25.95,0.77,"Calle 77 #90-15, Manizales, Caldas, Colombia"
315,Noelia Fonseca-Borrego,Neiva,True,2.983605,-75.123963,49.83,2.08,"Calle 15 #23-81, Neiva, Huila, Colombia"
316,Goyo Teruel-Portero,Bogotá,True,4.652679,-74.117486,11.81,0.69,"Calle 12 #69-61, Bogotá, Cundinamarca, Colombia"
317,Cristian Isaías Abellán Abril,Cartagena,True,10.372838,-75.593201,22.02,2.27,"Calle 14 #22-96, Cartagena, Bolívar, Colombia"
318,Eloy Salas,Barranquilla,True,10.966207,-74.854244,61.58,1.48,"Calle 69 #2-92, Barranquilla, Atlántico, Colombia"
319,Vanesa Aparicio,Santa Marta,True,11.197921,-74.187542,5.4,2.21,"Calle 39 #82-38, Santa Marta, Magdalena, Colombia"
320,Hipólito Farré Maestre,Armenia,True,4.440178,-75.59426,49.41,1.5,"Calle 73 #70-82, Armenia, Quindío, Colombia"
321,Candelaria Múñiz,Villavicencio,True,4.290434,-73.771489,72.16,1.74,"Calle 98 #62-60, Villavicencio, Meta, Colombia"
322,Erasmo Romeu Franch,Manizales,True,5.064716,-75.500803,64.22,0.29,"Calle 6 #61-19, Manizales, Caldas, Colombia"
323,Micaela Palomo-Criado,Barranquilla,True,10.981758,-74.765913,69.53,2.61,"Calle 60 #68-27, Barranquilla, Atlántico, Colombia"
324,Ester Riera,Manizales,True,5.142323,-75.45922,21.36,0.46,"Calle 46 #46-95, Manizales, Caldas, Colombia"
325,Guillermo Garay Belmonte,Bogotá,True,4.513939,-74.023462,27.4,1.4,"Calle 91 #91-82, Bogotá, Cundinamarca, Colombia"
326,Rosendo Rosselló,Medellín,True,6.377574,-75.679568,52.74,1.69,"Calle 75 #74-85, Medellín, Antioquia, Colombia"
327,Carmina Gallardo,Barranquilla,True,11.04758,-74.768585,16.14,1.53,"Calle 74 #2-8, Barranquilla, Atlántico, Colombia"
328,Graciela Anglada Beltran,Villavicencio,True,4.088552,-73.757645,73.65,0.78,"Calle 87 #5-50, Villavicencio, Meta, Colombia"
329,Miguel Noguera Torrecilla,Pasto,True,1.292114,-77.160849,49.07,2.11,"Calle 76 #3-97, Pasto, Nariño, Colombia"
330,Coral María Luisa Chaparro Pina,Tunja,True,5.575191,-73.308183,17.92,1.87,"Calle 27 #54-35, Tunja, Boyacá, Colombia"
331,Juana Oller Naranjo,Pasto,True,1.199483,-77.337929,50.59,2.55,"Calle 88 #65-75, Pasto, Nariño, Colombia"
332,Violeta Bermejo Alcolea,Barranquilla,True,11.037746,-74.875864,52.12,1.26,"Calle 98 #89-61, Barranquilla, Atlántico, Colombia"
333,Mamen Río,Armenia,True,4.562439,-75.554242,12.76,0.62,"Calle 16 #94-40, Armenia, Quindío, Colombia"
334,Milagros Martí Suarez,Barranquilla,True,10.999021,-74.887141,31.26,0.69,"Calle 93 #56-21, Barranquilla, Atlántico, Colombia"
335,Bienvenida Duque Santamaría,Santa Marta,True,11.216683,-74.04181,64.65,0.7,"Calle 66 #46-89, Santa Marta, Magdalena, Colombia"
336,Marino Folch,Bucaramanga,True,7.016882,-73.116498,16.4,2.25,"Calle 113 #32-40, Bucaramanga, Santander, Colombia"
337,Macaria Roma Cardona,Bucaramanga,True,7.128397,-73.058144,73.96,1.57,"Calle 38 #9-86, Bucaramanga, Santander, Colombia"
338,Casandra Alemany Prieto,Medellín,True,6.278824,-75.547902,32.21,2.12,"Calle 50 #20-14, Medellín, Antioquia, Colombia"
339,Vicenta Carvajal Llorens,Pereira,True,4.823644,-75.768671,6.25,0.42,"Calle 58 #43-5, Pereira, Risaralda, Colombia"
340,Maximiano Moll Blázquez,Neiva,True,2.975172,-75.289884,13.67,1.88,"Calle 90 #39-92, Neiva, Huila, Colombia"
341,Teodosio Carreño Guzman,Cartagena,True,10.336815,-75.471406,2.81,0.89,"Calle 79 #37-5, Cartagena, Bolívar, Colombia"
342,Soledad Casanova,Santa Marta,True,11.123831,-74.176669,0.42,1.54,"Calle 115 #35-26, Santa Marta, Magdalena, Colombia"
343,Maricruz Naranjo Vélez,Barranquilla,True,10.916595,-74.728215,56.63,1.14,"Calle 108 #62-50, Barranquilla, Atlántico, Colombia"
344,Clara Batalla Almagro,Armenia,True,4.637724,-75.57514,52.99,1.02,"Calle 29 #72-7, Armenia, Quindío, Colombia"
345,Nicodemo Arranz Capdevila,Cartagena,True,10.41137,-75.415897,3.45,0.57,"Calle 24 #67-18, Cartagena, Bolívar, Colombia"
346,Virginia Sarmiento Menéndez,Cartagena,True,10.349499,-75.503901,52.7,0.5,"Calle 62 #18-65, Cartagena, Bolívar, Colombia"
347,Edgardo Roldán Mur,Cartagena,True,10.384163,-75.516026,48.36,0.03,"Calle 108 #3-9, Cartagena, Bolívar, Colombia"
348,José Antonio del Acuña,Pereira,True,4.796564,-75.778804,22.06,0.15,"Calle 116 #69-58, Pereira, Risaralda, Colombia"
349,María Pilar Ramírez,Villavicencio,True,4.161454,-73.525173,50.8,1.94,"Calle 68 #34-24, Villavicencio, Meta, Colombia"
350,Albino del Abella,Ibagué,True,4.357539,-75.172803,16.12,2.13,"Calle 42 #20-45, Ibagué, Tolima, Colombia"
351,Gertrudis de Torrent,Pasto,True,1.232649,-77.370434,35.89,0.69,"Calle 119 #38-96, Pasto, Nariño, Colombia"
352,Maricela Cabanillas Saldaña,Pereira,True,4.878821,-75.748798,33.84,2.8,"Calle 39 #96-66, Pereira, Risaralda, Colombia"
353,Melchor Báez-Bertrán,Armenia,True,4.652783,-75.7036,58.52,2.64,"Calle 35 #89-73, Armenia, Quindío, Colombia"
354,Sol Casanova,Cali,True,3.438443,-76.505931,75.27,1.33,"Calle 51 #43-10, Cali, Valle del Cauca, Colombia"
355,Marcial Bru Gordillo,Ibagué,True,4.340343,-75.207242,63.37,0.75,"Calle 91 #44-93, Ibagué, Tolima, Colombia"
356,Martina Contreras-Rivas,Cali,True,3.387037,-76.584483,58.15,0.2,"Calle 73 #9-56, Cali, Valle del Cauca, Colombia"
357,Miguela Zapata Rodrigo,Santa Marta,True,11.100371,-74.214029,70.53,0.47,"Calle 116 #45-72, Santa Marta, Magdalena, Colombia"
358,Guillermo Salamanca Torrents,Cartagena,True,10.403877,-75.501173,11.83,0.36,"Calle 18 #63-56, Cartagena, Bolívar, Colombia"
359,Paula Eulalia Español Coll,Cartagena,True,10.442011,-75.457813,24.07,2.09,"Calle 56 #75-9, Cartagena, Bolívar, Colombia"
360,Ruperto Sarmiento,Pasto,True,1.26791,-77.125812,57.85,2.5,"Calle 68 #18-55, Pasto, Nariño, Colombia"
361,Matilde Alma Cid Sancho,Neiva,True,2.967668,-75.180375,46.96,1.09,"Calle 119 #67-56, Neiva, Huila, Colombia"
362,Antonia Correa Bermudez,Villavicencio,True,4.251429,-73.635676,54.32,2.07,"Calle 93 #69-2, Villavicencio, Meta, Colombia"
363,Nicolasa Barragán Asensio,Neiva,True,2.842255,-75.135143,57.85,2.84,"Calle 29 #52-94, Neiva, Huila, Colombia"
364,Nydia Armengol,Cali,True,3.433544,-76.412811,77.85,2.5,"Calle 11 #14-76, Cali, Valle del Cauca, Colombia"
365,Zacarías Uría-Múgica,Bogotá,True,4.510945,-74.049742,13.76,1.1,"Calle 104 #51-32, Bogotá, Cundinamarca, Colombia"
366,Jafet de Sales,Manizales,True,5.009114,-75.522805,73.37,2.8,"Calle 61 #30-77, Manizales, Caldas, Colombia"
367,Lupe Teruel,Ibagué,True,4.430018,-75.271342,60.18,2.27,"Calle 96 #67-48, Ibagué, Tolima, Colombia"
368,Mercedes Madrid Paredes,Pasto,True,1.17006,-77.227883,66.42,1.47,"Calle 48 #39-90, Pasto, Nariño, Colombia"
369,Hector Jurado Bauzà,Villavicencio,True,4.255749,-73.687811,11.46,2.31,"Calle 104 #96-72, Villavicencio, Meta, Colombia"
370,Pancho Lladó-Pavón,Pereira,True,4.849176,-75.645384,10.01,0.08,"Calle 97 #14-90, Pereira, Risaralda, Colombia"
371,Tecla de Carbonell,Tunja,True,5.516863,-73.367721,13.45,0.83,"Calle 25 #15-83, Tunja, Boyacá, Colombia"
372,Elena Bertrán Jordá,Cartagena,True,10.498411,-75.581391,44.0,1.94,"Calle 67 #92-84, Cartagena, Bolívar, Colombia"
373,Pili Regina Cámara Uribe,Cartagena,True,10.371251,-75.553211,72.49,0.44,"Calle 6 #12-50, Cartagena, Bolívar, Colombia"
374,Eligio del Rosell,Manizales,True,5.09737,-75.57565,8.68,0.01,"Calle 6 #31-22, Manizales, Caldas, Colombia"
375,Ruben Carpio Rodriguez,Pasto,True,1.256442,-77.174778,30.38,2.09,"Calle 100 #20-20, Pasto, Nariño, Colombia"
376,Ignacio Zurita Barberá,Ibagué,True,4.409563,-75.205759,59.39,0.61,"Calle 101 #59-69, Ibagué, Tolima, Colombia"
377,Esperanza Campos Carmona,Bogotá,True,4.791588,-74.171528,74.69,1.9,"Calle 104 #69-33, Bogotá, Cundinamarca, Colombia"
378,Hortensia de Barriga,Neiva,True,2.848308,-75.342189,75.78,1.38,"Calle 105 #98-12, Neiva, Huila, Colombia"
379,Martín Dueñas Enríquez,Ibagué,True,4.321294,-75.181746,59.98,0.23,"Calle 37 #16-6, Ibagué, Tolima, Colombia"
380,Adalberto Virgilio Vega López,Medellín,True,6.173957,-75.682372,70.22,1.31,"Calle 91 #14-30, Medellín, Antioquia, Colombia"
381,Wilfredo Armas Bayo,Manizales,True,5.047529,-75.492488,69.97,1.92,"Calle 117 #69-51, Manizales, Caldas, Colombia"
382,Ámbar Arribas Casal,Santa Marta,True,11.278062,-74.178762,20.74,0.98,"Calle 50 #9-28, Santa Marta, Magdalena, Colombia"
383,Estela Torrens Higueras,Villavicencio,True,4.198145,-73.501755,7.97,1.93,"Calle 24 #75-51, Villavicencio, Meta, Colombia"
384,Sancho Diaz-Bartolomé,Tunja,True,5.496638,-73.220584,46.83,0.21,"Calle 32 #52-30, Tunja, Boyacá, Colombia"
385,Lorenza Giner Sandoval,Cartagena,True,10.322191,-75.558807,64.68,0.57,"Calle 53 #35-80, Cartagena, Bolívar, Colombia"
386,Epifanio Rodriguez-Bertrán,Villavicencio,True,4.073413,-73.790005,33.29,1.26,"Calle 46 #7-69, Villavicencio, Meta, Colombia"
387,Paulina Campos Flores,Bogotá,True,4.63667,-74.000756,56.55,2.77,"Calle 31 #18-15, Bogotá, Cundinamarca, Colombia"
388,Teresita Izaguirre Céspedes,Bucaramanga,True,7.142567,-73.018359,54.51,0.87,"Calle 103 #60-27, Bucaramanga, Santander, Colombia"
389,Ruy Cal Bermúdez,Armenia,True,4.549441,-75.681769,77.98,1.56,"Calle 40 #46-15, Armenia, Quindío, Colombia"
390,Toni Perea Pedro,Neiva,True,2.999805,-75.134438,24.38,1.02,"Calle 91 #82-81, Neiva, Huila, Colombia"
